Element Number,Area,Von Mises Stress
311,6.40E-03,7.84E-03
312,6.92E-03,3.49E-04
313,7.32E-03,6.32E-04
314,7.65E-03,9.48E-04
315,7.94E-03,1.21E-03
316,8.14E-03,1.49E-03
317,8.12E-03,1.74E-03
318,8.19E-03,1.94E-03
319,8.12E-03,2.15E-03
320,7.92E-03,2.34E-03
321,7.82E-03,2.51E-03
322,7.79E-03,2.67E-03
323,7.76E-03,2.84E-03
324,7.74E-03,3.01E-03
325,7.72E-03,3.17E-03
326,7.69E-03,3.33E-03
327,7.67E-03,3.49E-03
328,7.64E-03,3.66E-03
329,7.60E-03,3.82E-03
330,7.55E-03,3.99E-03
331,7.50E-03,4.16E-03
332,7.45E-03,4.33E-03
333,7.43E-03,4.51E-03
334,7.41E-03,4.69E-03
335,7.41E-03,4.88E-03
336,7.43E-03,5.08E-03
337,7.44E-03,5.28E-03
338,7.57E-03,5.48E-03
339,7.66E-03,5.69E-03
340,7.57E-03,5.90E-03
341,7.39E-03,6.12E-03
342,7.31E-03,6.35E-03
343,7.21E-03,6.58E-03
344,6.96E-03,6.79E-03
345,7.24E-03,6.99E-03
346,7.38E-03,7.20E-03
347,7.26E-03,7.40E-03
348,6.59E-03,7.62E-03
349,6.53E-03,7.83E-03
350,7.12E-03,8.00E-03
351,6.69E-03,8.45E-03
352,7.51E-03,8.40E-03
353,8.02E-03,8.38E-03
354,8.17E-03,8.41E-03
355,7.85E-03,8.46E-03
356,7.69E-03,8.52E-03
357,7.61E-03,8.55E-03
358,7.55E-03,8.57E-03
359,7.40E-03,8.57E-03
360,7.36E-03,8.59E-03
361,7.33E-03,8.61E-03
362,7.39E-03,8.62E-03
363,7.48E-03,8.62E-03
364,7.59E-03,8.60E-03
365,7.59E-03,8.56E-03
366,7.55E-03,8.51E-03
367,7.49E-03,8.43E-03
368,7.41E-03,8.33E-03
369,7.26E-03,8.19E-03
370,7.21E-03,8.02E-03
371,7.10E-03,7.81E-03
372,7.01E-03,7.55E-03
373,6.96E-03,7.25E-03
374,6.81E-03,6.90E-03
375,6.73E-03,6.52E-03
376,6.74E-03,6.09E-03
377,6.77E-03,5.63E-03
378,6.90E-03,5.14E-03
379,6.81E-03,4.62E-03
380,6.92E-03,4.08E-03
381,7.06E-03,3.54E-03
382,7.19E-03,3.02E-03
383,7.28E-03,2.53E-03
384,7.23E-03,2.08E-03
385,7.23E-03,1.67E-03
386,7.31E-03,1.28E-03
387,7.14E-03,9.31E-04
388,6.66E-03,6.63E-04
389,5.62E-03,2.53E-04
390,5.84E-03,1.83E-04
391,5.47E-03,1.92E-04
392,7.76E-03,2.41E-04
393,7.33E-03,2.58E-04
394,7.18E-03,4.21E-04
395,7.41E-03,6.29E-04
396,7.68E-03,8.70E-04
397,7.88E-03,1.12E-03
398,8.04E-03,1.35E-03
399,8.12E-03,1.57E-03
400,8.08E-03,1.77E-03
401,8.06E-03,1.96E-03
402,7.98E-03,2.14E-03
403,7.90E-03,2.30E-03
404,7.89E-03,2.46E-03
405,7.87E-03,2.61E-03
406,7.86E-03,2.77E-03
407,7.84E-03,2.93E-03
408,7.83E-03,3.08E-03
409,7.82E-03,3.24E-03
410,7.80E-03,3.40E-03
411,7.77E-03,3.56E-03
412,7.74E-03,3.72E-03
413,7.71E-03,3.89E-03
414,7.69E-03,4.06E-03
415,7.67E-03,4.24E-03
416,7.66E-03,4.42E-03
417,7.66E-03,4.61E-03
418,7.67E-03,4.81E-03
419,7.68E-03,5.01E-03
420,7.68E-03,5.21E-03
421,7.75E-03,5.43E-03
422,7.71E-03,5.65E-03
423,7.71E-03,5.87E-03
424,7.61E-03,6.10E-03
425,7.49E-03,6.33E-03
426,7.47E-03,6.56E-03
427,7.47E-03,6.77E-03
428,7.51E-03,6.98E-03
429,7.27E-03,7.20E-03
430,7.07E-03,7.42E-03
431,6.93E-03,7.63E-03
432,6.65E-03,7.84E-03
433,6.51E-03,8.04E-03
434,6.91E-03,8.25E-03
435,8.49E-03,8.50E-03
436,7.01E-03,8.62E-03
437,6.73E-03,8.72E-03
438,6.82E-03,8.72E-03
439,7.04E-03,8.74E-03
440,7.11E-03,8.78E-03
441,7.47E-03,8.80E-03
442,7.77E-03,8.83E-03
443,7.90E-03,8.85E-03
444,7.89E-03,8.88E-03
445,7.83E-03,8.92E-03
446,7.75E-03,8.98E-03
447,7.66E-03,9.02E-03
448,7.62E-03,9.05E-03
449,7.59E-03,9.08E-03
450,7.59E-03,9.12E-03
451,7.62E-03,9.15E-03
452,7.70E-03,9.17E-03
453,7.76E-03,9.17E-03
454,7.74E-03,9.16E-03
455,7.71E-03,9.13E-03
456,7.67E-03,9.08E-03
457,7.63E-03,9.00E-03
458,7.57E-03,8.88E-03
459,7.52E-03,8.71E-03
460,7.47E-03,8.50E-03
461,7.42E-03,8.23E-03
462,7.35E-03,7.90E-03
463,7.26E-03,7.52E-03
464,7.22E-03,7.07E-03
465,7.22E-03,6.57E-03
466,7.24E-03,6.03E-03
467,7.28E-03,5.45E-03
468,7.28E-03,4.83E-03
469,7.36E-03,4.20E-03
470,7.43E-03,3.58E-03
471,7.47E-03,2.98E-03
472,7.57E-03,2.43E-03
473,7.56E-03,1.91E-03
474,7.54E-03,1.43E-03
475,7.50E-03,1.02E-03
476,7.34E-03,6.77E-04
477,7.37E-03,4.15E-04
478,8.21E-03,2.36E-04
479,7.86E-03,1.99E-04
480,7.18E-03,3.51E-04
481,7.96E-03,4.68E-04
482,6.82E-03,5.82E-04
483,5.59E-03,7.06E-04
484,7.36E-03,4.97E-04
485,8.89E-03,3.00E-04
486,7.90E-03,2.68E-04
487,7.56E-03,4.34E-04
488,7.59E-03,6.25E-04
489,7.79E-03,8.29E-04
490,7.93E-03,1.04E-03
491,8.01E-03,1.24E-03
492,8.04E-03,1.44E-03
493,8.09E-03,1.62E-03
494,8.07E-03,1.79E-03
495,8.00E-03,1.96E-03
496,7.99E-03,2.12E-03
497,7.99E-03,2.27E-03
498,7.98E-03,2.41E-03
499,7.98E-03,2.56E-03
500,7.97E-03,2.71E-03
501,7.97E-03,2.85E-03
502,7.96E-03,3.00E-03
503,7.96E-03,3.16E-03
504,7.95E-03,3.31E-03
505,7.94E-03,3.47E-03
506,7.93E-03,3.64E-03
507,7.92E-03,3.81E-03
508,7.91E-03,3.99E-03
509,7.91E-03,4.17E-03
510,7.91E-03,4.36E-03
511,7.91E-03,4.56E-03
512,7.92E-03,4.76E-03
513,7.92E-03,4.97E-03
514,7.92E-03,5.18E-03
515,7.92E-03,5.40E-03
516,7.93E-03,5.63E-03
517,7.93E-03,5.86E-03
518,7.94E-03,6.09E-03
519,7.94E-03,6.32E-03
520,7.84E-03,6.55E-03
521,7.73E-03,6.78E-03
522,7.61E-03,7.00E-03
523,7.37E-03,7.22E-03
524,7.08E-03,7.45E-03
525,6.91E-03,7.68E-03
526,6.93E-03,7.90E-03
527,7.54E-03,8.12E-03
528,4.96E-03,8.83E-03
529,7.78E-03,9.23E-03
530,7.55E-03,9.18E-03
531,7.31E-03,9.12E-03
532,7.07E-03,9.07E-03
533,7.88E-03,9.27E-03
534,7.01E-03,9.04E-03
535,7.12E-03,8.98E-03
536,7.85E-03,8.92E-03
537,7.94E-03,9.31E-03
538,9.80E-03,8.85E-03
539,8.62E-03,8.90E-03
540,7.94E-03,9.37E-03
541,5.11E-03,8.95E-03
542,4.08E-03,8.97E-03
543,7.94E-03,9.43E-03
544,7.93E-03,9.49E-03
545,7.92E-03,9.55E-03
546,7.91E-03,9.61E-03
547,7.91E-03,9.66E-03
548,7.90E-03,9.71E-03
549,7.89E-03,9.74E-03
550,7.89E-03,9.77E-03
551,7.88E-03,9.78E-03
552,7.87E-03,9.78E-03
553,7.86E-03,9.76E-03
554,7.84E-03,9.71E-03
555,7.83E-03,9.61E-03
556,7.81E-03,9.47E-03
557,7.79E-03,9.26E-03
558,7.77E-03,8.98E-03
559,7.75E-03,8.64E-03
560,7.72E-03,8.21E-03
561,7.70E-03,7.70E-03
562,7.71E-03,7.11E-03
563,7.71E-03,6.46E-03
564,7.73E-03,5.77E-03
565,7.75E-03,5.04E-03
566,7.77E-03,4.30E-03
567,7.79E-03,3.58E-03
568,7.81E-03,2.88E-03
569,7.83E-03,2.26E-03
570,7.84E-03,1.69E-03
571,7.80E-03,1.17E-03
572,7.75E-03,7.43E-04
573,7.68E-03,4.41E-04
574,7.76E-03,2.96E-04
575,7.80E-03,3.31E-04
576,7.67E-03,4.36E-04
577,7.73E-03,5.90E-04
578,7.21E-03,7.49E-04
579,6.10E-03,8.09E-04
580,5.53E-03,7.85E-04
581,5.54E-03,9.44E-04
585,5.07E-03,3.16E-04
586,4.82E-03,2.74E-04
587,4.87E-03,2.44E-04
588,4.84E-03,2.19E-04
589,4.82E-03,2.01E-04
590,4.83E-03,1.92E-04
591,4.81E-03,1.92E-04
592,4.74E-03,1.98E-04
593,4.51E-03,2.12E-04
594,4.59E-03,2.27E-04
595,4.82E-03,2.88E-04
596,5.27E-03,3.60E-04
597,8.29E-03,3.73E-04
598,6.94E-03,4.18E-04
599,4.58E-03,4.45E-04
600,4.53E-03,4.95E-04
601,4.86E-03,2.38E-04
602,4.83E-03,1.98E-04
603,4.81E-03,1.62E-04
604,4.81E-03,1.35E-04
605,4.78E-03,1.18E-04
606,4.71E-03,1.14E-04
607,4.51E-03,1.16E-04
608,4.00E-03,1.27E-04
609,6.18E-03,2.23E-04
610,9.22E-03,2.56E-04
611,9.05E-03,2.88E-04
612,8.86E-03,3.17E-04
613,8.65E-03,3.47E-04
614,8.40E-03,3.78E-04
615,8.13E-03,4.08E-04
616,7.82E-03,4.37E-04
617,7.49E-03,4.66E-04
618,7.13E-03,4.93E-04
619,6.73E-03,5.18E-04
620,6.29E-03,5.41E-04
621,5.81E-03,5.60E-04
622,5.26E-03,5.72E-04
623,4.53E-03,5.29E-04
624,4.55E-03,4.88E-04
627,5.09E-03,1.07E-03
628,4.88E-03,1.04E-03
629,4.79E-03,9.92E-04
630,4.72E-03,9.36E-04
631,4.68E-03,8.82E-04
632,4.23E-03,7.99E-04
633,4.34E-03,1.12E-03
634,4.25E-03,7.01E-04
635,4.42E-03,6.45E-04
636,3.60E-03,7.75E-04
637,7.67E-03,1.20E-03
638,4.48E-03,5.89E-04
639,4.46E-03,6.43E-04
640,4.43E-03,7.11E-04
641,4.31E-03,7.71E-04
642,4.98E-03,8.40E-04
643,3.92E-03,1.32E-03
644,4.35E-03,1.19E-03
645,4.49E-03,1.20E-03
646,4.90E-03,1.18E-03
647,4.79E-03,1.11E-03
648,4.71E-03,1.04E-03
649,4.69E-03,9.68E-04
650,6.06E-03,1.42E-03
651,5.37E-03,8.79E-04
652,5.24E-03,1.18E-03
653,6.40E-03,1.18E-03
654,6.53E-03,1.44E-03
655,4.53E-03,5.32E-04
656,4.48E-03,5.80E-04
692,7.05E-03,5.35E-03
693,7.08E-03,6.67E-03
694,5.94E-03,6.39E-03
695,4.53E-03,5.83E-03
696,7.39E-03,6.94E-03
697,6.45E-03,7.63E-03
698,3.31E-03,8.46E-02
699,5.13E-03,8.59E-02
700,4.58E-03,8.69E-02
701,2.56E-03,8.55E-02
702,3.15E-03,8.39E-02
703,4.51E-03,8.10E-03
704,4.77E-03,8.77E-02
705,4.25E-03,8.57E-02
706,4.23E-03,8.34E-02
707,5.49E-03,8.78E-02
708,5.30E-03,8.55E-02
709,5.39E-03,8.30E-02
710,9.85E-03,3.19E-02
711,9.22E-03,3.23E-02
712,8.79E-03,3.02E-02
713,9.98E-03,7.45E-02
714,9.50E-03,7.65E-02
715,7.86E-03,7.89E-02
716,5.28E-03,8.48E-02
717,6.17E-03,8.69E-02
718,5.72E-03,8.76E-02
719,4.81E-03,8.32E-02
720,8.31E-03,1.24E-02
721,9.29E-03,1.21E-02
722,9.30E-03,1.22E-02
723,4.52E-03,1.76E-02
724,6.18E-03,1.76E-02
725,5.66E-03,1.80E-02
726,4.33E-03,1.80E-02
727,4.35E-03,1.79E-02
728,4.82E-03,2.85E-02
729,7.42E-03,2.88E-02
730,7.52E-03,2.72E-02
731,6.01E-03,2.75E-02
732,5.72E-03,2.94E-02
733,5.60E-03,8.81E-02
734,4.66E-03,8.23E-02
735,4.88E-03,1.27E-02
736,6.66E-03,1.28E-02
737,6.33E-03,1.31E-02
738,4.84E-03,1.30E-02
739,4.81E-03,1.29E-02
740,6.02E-03,1.85E-02
741,5.46E-03,1.84E-02
742,5.51E-03,1.83E-02
743,6.58E-03,1.90E-02
744,6.45E-03,1.89E-02
745,6.45E-03,1.87E-02
746,6.16E-03,8.77E-02
747,5.98E-03,8.52E-02
748,6.25E-03,8.24E-02
749,4.23E-03,8.08E-02
750,5.79E-03,8.05E-02
751,4.60E-03,8.57E-02
752,3.89E-03,8.45E-02
753,4.35E-03,8.21E-02
754,4.85E-03,9.04E-02
755,4.53E-03,8.78E-02
756,5.41E-03,8.37E-02
757,9.95E-03,4.73E-02
758,1.02E-02,4.47E-02
759,8.76E-03,4.12E-02
760,9.41E-03,3.07E-02
761,9.40E-03,3.49E-02
762,9.69E-03,3.53E-02
763,8.09E-03,3.32E-02
764,1.01E-02,3.08E-02
765,8.86E-03,5.19E-02
766,9.48E-03,5.34E-02
767,9.21E-03,5.04E-02
768,1.10E-02,3.41E-02
769,1.06E-02,3.07E-02
770,1.00E-02,2.92E-02
771,5.62E-03,3.01E-02
772,6.86E-03,2.99E-02
773,7.54E-03,3.09E-02
774,7.65E-03,3.13E-02
775,5.18E-03,3.92E-02
776,6.91E-03,4.09E-02
777,6.14E-03,3.83E-02
778,4.99E-03,3.69E-02
779,5.06E-03,3.65E-02
780,1.05E-02,2.84E-02
781,1.17E-02,2.91E-02
782,1.15E-02,2.96E-02
783,5.05E-03,7.60E-02
784,7.42E-03,7.76E-02
785,4.60E-03,7.91E-02
786,3.68E-03,7.66E-02
787,4.85E-03,7.48E-02
788,8.41E-03,3.11E-02
789,1.11E-02,3.03E-02
790,1.07E-02,3.12E-02
791,5.01E-03,4.11E-02
792,7.81E-03,3.83E-02
793,6.13E-03,4.24E-02
794,4.01E-03,4.36E-02
795,4.92E-03,4.47E-02
796,1.20E-02,7.79E-02
797,1.08E-02,7.68E-02
798,1.18E-02,7.55E-02
799,6.19E-03,7.08E-02
800,9.40E-03,6.67E-02
801,9.44E-03,6.13E-02
802,8.55E-03,6.34E-02
803,1.04E-02,6.41E-02
804,1.05E-02,6.22E-02
805,9.31E-03,5.48E-02
806,1.07E-02,7.73E-02
807,1.06E-02,7.71E-02
808,1.09E-02,7.54E-02
809,3.91E-03,0.10606
810,4.91E-03,0.10512
811,4.81E-03,9.10E-02
812,3.86E-03,9.21E-02
813,3.94E-03,9.29E-02
814,6.64E-03,3.22E-02
815,4.53E-03,3.30E-02
816,7.57E-03,3.95E-02
817,9.92E-03,1.08E-02
818,7.86E-03,1.13E-02
819,7.32E-03,5.40E-02
820,7.58E-03,5.07E-02
821,8.12E-03,6.03E-02
822,6.95E-03,5.90E-02
823,5.13E-03,6.67E-02
824,7.31E-03,6.53E-02
825,8.28E-03,7.38E-02
826,7.56E-03,7.32E-02
827,7.79E-03,3.29E-02
828,5.64E-03,3.24E-02
829,7.69E-03,0.10823
830,5.37E-03,0.1044
831,6.64E-03,0.10222
832,4.98E-03,0.10109
833,2.80E-03,0.12072
834,4.55E-03,0.11977
835,5.23E-03,1.59E-02
836,7.75E-03,1.57E-02
837,3.84E-03,0.20668
838,5.64E-03,0.21429
839,6.58E-03,0.22197
840,5.10E-03,4.09E-02
841,6.82E-03,3.91E-02
842,8.50E-03,3.70E-02
843,1.09E-02,3.11E-02
844,1.03E-02,3.19E-02
845,8.60E-03,3.40E-02
846,6.38E-03,2.77E-02
847,6.85E-03,3.15E-02
848,5.60E-03,3.12E-02
849,5.18E-03,2.75E-02
850,6.10E-03,2.42E-02
851,6.04E-03,2.35E-02
852,5.90E-03,7.17E-02
853,7.05E-03,7.31E-02
854,7.22E-03,7.39E-02
855,1.01E-02,0.11353
856,8.93E-03,0.10565
857,8.91E-03,0.12026
858,8.68E-03,5.00E-02
859,8.72E-03,4.72E-02
860,8.71E-03,4.41E-02
861,5.97E-03,1.84E-02
862,7.14E-03,1.68E-02
863,7.46E-03,1.49E-02
864,6.66E-03,6.33E-02
865,6.22E-03,6.16E-02
866,6.16E-03,6.52E-02
867,7.28E-03,6.47E-02
868,6.39E-03,6.57E-02
869,9.90E-03,2.53E-02
870,9.23E-03,2.36E-02
871,1.14E-02,2.50E-02
872,6.54E-03,3.16E-02
873,7.32E-03,3.10E-02
874,8.28E-03,2.96E-02
875,9.97E-03,3.12E-02
876,9.11E-03,2.77E-02
877,5.11E-03,3.26E-02
878,6.76E-03,3.26E-02
879,8.69E-03,3.24E-02
880,1.14E-02,9.14E-02
881,1.11E-02,8.53E-02
882,5.73E-03,6.80E-02
883,8.21E-03,7.34E-02
884,9.16E-03,7.96E-02
885,4.53E-03,0.11847
886,5.72E-03,0.11633
887,7.44E-03,0.10598
888,1.05E-02,0.11743
889,1.03E-02,0.11104
890,7.19E-03,8.18E-02
891,8.14E-03,8.09E-02
892,1.02E-02,8.48E-02
893,1.02E-02,8.27E-02
894,8.21E-03,1.11E-02
895,1.02E-02,1.12E-02
896,8.28E-03,7.02E-02
897,9.68E-03,7.02E-02
898,8.69E-03,6.99E-02
899,7.04E-03,6.80E-02
900,8.70E-03,6.85E-02
901,7.63E-03,6.85E-02
902,7.08E-03,4.29E-02
903,5.43E-03,4.38E-02
904,6.41E-03,1.93E-02
905,5.83E-03,2.12E-02
906,5.47E-03,4.77E-02
907,4.75E-03,5.15E-02
908,5.37E-03,5.11E-02
909,6.85E-03,6.00E-02
910,8.32E-03,6.35E-02
911,6.74E-03,5.73E-02
912,6.79E-03,5.52E-02
913,5.41E-03,2.18E-02
914,4.91E-03,2.26E-02
915,5.67E-03,2.34E-02
916,6.14E-03,5.28E-02
917,5.69E-03,4.99E-02
918,6.24E-03,4.83E-02
919,7.30E-03,2.88E-02
920,7.79E-03,2.71E-02
921,5.55E-03,5.61E-02
