Element Number,Area,Von Mises Stress
378,2.42E-02,3.30E-02
379,2.38E-02,3.31E-02
380,2.32E-02,3.28E-02
381,2.33E-02,3.29E-02
382,2.22E-02,3.25E-02
383,2.22E-02,3.26E-02
384,2.24E-02,3.23E-02
385,2.21E-02,3.24E-02
386,2.31E-02,3.20E-02
387,2.28E-02,3.22E-02
388,2.41E-02,3.18E-02
389,2.40E-02,3.19E-02
390,2.30E-02,3.15E-02
391,2.38E-02,3.17E-02
392,2.24E-02,3.13E-02
393,2.24E-02,3.14E-02
394,2.18E-02,3.11E-02
395,2.19E-02,3.12E-02
396,2.15E-02,3.09E-02
397,2.16E-02,3.10E-02
398,2.16E-02,3.07E-02
399,2.15E-02,3.08E-02
400,2.23E-02,3.05E-02
401,2.16E-02,3.06E-02
402,2.27E-02,3.03E-02
403,2.25E-02,3.04E-02
404,2.32E-02,3.01E-02
405,2.31E-02,3.02E-02
406,2.33E-02,2.99E-02
407,2.33E-02,3.00E-02
408,2.26E-02,2.99E-02
409,2.37E-02,3.25E-02
410,2.31E-02,3.29E-02
411,2.29E-02,3.66E-02
412,2.32E-02,3.64E-02
413,2.27E-02,3.69E-02
414,1.74E-02,4.08E-02
415,2.23E-02,3.01E-02
416,2.24E-02,3.02E-02
417,1.55E-02,4.06E-02
418,2.14E-02,4.03E-02
419,1.92E-02,4.24E-02
420,1.94E-02,4.27E-02
421,2.84E-02,2.97E-02
422,2.29E-02,2.98E-02
423,1.94E-02,2.92E-02
424,2.06E-02,2.92E-02
425,2.06E-02,2.91E-02
426,2.92E-02,2.97E-02
427,3.04E-02,2.97E-02
428,2.40E-02,4.17E-02
429,2.09E-02,4.20E-02
430,2.25E-02,2.96E-02
431,2.40E-02,2.97E-02
432,2.23E-02,2.95E-02
433,2.22E-02,2.95E-02
434,2.05E-02,2.93E-02
435,2.15E-02,2.94E-02
436,1.96E-02,2.93E-02
437,2.13E-02,2.95E-02
438,2.07E-02,2.93E-02
439,2.20E-02,2.97E-02
440,2.18E-02,2.96E-02
441,2.22E-02,2.99E-02
442,2.22E-02,2.98E-02
443,2.22E-02,3.00E-02
444,2.22E-02,3.05E-02
445,2.23E-02,3.03E-02
446,2.23E-02,3.04E-02
447,2.23E-02,3.07E-02
448,2.24E-02,3.06E-02
449,2.21E-02,3.09E-02
450,2.21E-02,3.08E-02
451,2.23E-02,3.11E-02
452,2.23E-02,3.10E-02
453,2.25E-02,3.14E-02
454,2.24E-02,3.13E-02
455,2.30E-02,3.18E-02
456,2.27E-02,3.16E-02
457,2.36E-02,3.21E-02
458,2.34E-02,3.19E-02
459,2.38E-02,3.23E-02
460,2.36E-02,3.31E-02
461,2.35E-02,3.30E-02
462,2.39E-02,3.32E-02
463,2.36E-02,3.32E-02
464,2.41E-02,3.35E-02
465,2.39E-02,3.33E-02
466,2.43E-02,3.37E-02
467,2.42E-02,3.36E-02
468,2.42E-02,3.41E-02
469,2.44E-02,3.39E-02
470,2.40E-02,3.44E-02
471,2.36E-02,3.43E-02
472,2.37E-02,3.48E-02
473,2.39E-02,3.46E-02
474,2.33E-02,3.51E-02
475,2.36E-02,3.49E-02
476,2.31E-02,3.54E-02
477,2.28E-02,3.53E-02
478,2.36E-02,3.57E-02
479,2.29E-02,3.56E-02
480,2.35E-02,3.61E-02
481,2.37E-02,3.59E-02
482,2.34E-02,3.63E-02
483,2.53E-02,3.73E-02
484,2.34E-02,3.71E-02
485,2.58E-02,3.75E-02
486,2.45E-02,3.84E-02
487,2.20E-02,3.90E-02
488,2.27E-02,3.87E-02
489,2.09E-02,3.96E-02
490,2.15E-02,3.93E-02
491,2.02E-02,3.99E-02
492,1.99E-02,4.15E-02
493,2.19E-02,4.11E-02
494,2.35E-02,4.20E-02
495,2.25E-02,4.17E-02
496,2.08E-02,4.24E-02
497,1.98E-02,4.09E-02
498,2.33E-02,4.12E-02
499,2.04E-02,4.02E-02
500,2.16E-02,4.05E-02
501,2.07E-02,3.96E-02
502,2.07E-02,3.99E-02
503,2.09E-02,3.90E-02
504,2.08E-02,3.93E-02
505,2.10E-02,3.85E-02
506,2.10E-02,3.88E-02
507,1.99E-02,3.80E-02
508,2.07E-02,3.82E-02
509,2.33E-02,3.74E-02
510,2.29E-02,3.77E-02
511,2.34E-02,3.69E-02
512,2.35E-02,3.71E-02
513,2.29E-02,3.63E-02
514,2.33E-02,3.66E-02
515,2.32E-02,3.59E-02
516,2.32E-02,3.61E-02
517,2.38E-02,3.55E-02
518,2.36E-02,3.57E-02
519,2.35E-02,3.52E-02
520,2.39E-02,3.53E-02
521,2.22E-02,3.49E-02
522,2.27E-02,3.50E-02
523,2.26E-02,3.46E-02
524,2.23E-02,3.48E-02
525,2.27E-02,3.43E-02
526,2.26E-02,3.45E-02
527,2.26E-02,3.40E-02
528,2.29E-02,3.42E-02
529,2.17E-02,3.37E-02
530,2.21E-02,3.39E-02
531,2.19E-02,3.34E-02
532,2.17E-02,3.36E-02
533,2.27E-02,3.32E-02
534,2.22E-02,3.33E-02
535,2.34E-02,3.29E-02
536,2.32E-02,3.31E-02
537,2.27E-02,3.27E-02
538,2.33E-02,3.28E-02
539,2.23E-02,3.25E-02
540,2.26E-02,3.26E-02
541,2.24E-02,3.22E-02
542,2.21E-02,3.24E-02
543,2.29E-02,3.20E-02
544,2.29E-02,3.21E-02
545,2.33E-02,3.18E-02
546,2.33E-02,3.19E-02
547,2.30E-02,3.15E-02
548,2.32E-02,3.16E-02
549,2.24E-02,3.13E-02
550,2.26E-02,3.14E-02
551,2.18E-02,3.11E-02
552,2.22E-02,3.12E-02
553,2.17E-02,3.09E-02
554,2.17E-02,3.10E-02
555,2.17E-02,3.07E-02
556,2.17E-02,3.08E-02
557,2.21E-02,3.05E-02
558,2.17E-02,3.06E-02
559,2.26E-02,3.03E-02
560,2.25E-02,3.04E-02
561,2.31E-02,3.01E-02
562,2.28E-02,3.02E-02
563,2.33E-02,2.99E-02
564,2.33E-02,3.00E-02
565,2.28E-02,2.98E-02
566,2.06E-02,2.91E-02
567,2.10E-02,2.90E-02
568,2.37E-02,3.27E-02
569,2.38E-02,3.25E-02
570,2.38E-02,3.28E-02
571,2.27E-02,3.68E-02
572,2.30E-02,3.66E-02
573,2.25E-02,3.70E-02
574,1.93E-02,4.07E-02
575,1.92E-02,4.11E-02
576,2.56E-02,2.97E-02
577,2.44E-02,2.98E-02
578,1.90E-02,4.44E-02
579,2.66E-02,2.97E-02
580,2.59E-02,2.97E-02
581,2.75E-02,2.97E-02
582,1.96E-02,4.03E-02
583,1.98E-02,4.20E-02
584,2.32E-02,4.13E-02
585,2.11E-02,4.16E-02
586,2.31E-02,2.95E-02
587,2.41E-02,2.96E-02
588,2.22E-02,2.94E-02
589,2.25E-02,2.95E-02
590,2.12E-02,2.92E-02
591,2.17E-02,2.93E-02
592,2.07E-02,2.92E-02
593,2.16E-02,2.89E-02
594,2.11E-02,2.92E-02
595,2.12E-02,2.90E-02
596,2.14E-02,2.94E-02
597,2.11E-02,2.93E-02
598,2.19E-02,2.96E-02
599,2.17E-02,2.95E-02
600,2.23E-02,2.99E-02
601,2.21E-02,2.97E-02
602,2.24E-02,3.01E-02
603,2.24E-02,3.00E-02
604,2.21E-02,3.03E-02
605,2.23E-02,3.02E-02
606,2.24E-02,3.05E-02
607,2.23E-02,3.04E-02
608,2.27E-02,3.07E-02
609,2.25E-02,3.06E-02
610,2.27E-02,3.09E-02
611,2.26E-02,3.08E-02
612,2.25E-02,3.11E-02
613,2.25E-02,3.10E-02
614,2.25E-02,3.14E-02
615,2.25E-02,3.13E-02
616,2.28E-02,3.18E-02
617,2.25E-02,3.16E-02
618,2.35E-02,3.22E-02
619,2.32E-02,3.20E-02
620,2.37E-02,3.23E-02
621,2.33E-02,3.31E-02
622,2.37E-02,3.30E-02
623,2.37E-02,3.31E-02
624,2.36E-02,3.33E-02
625,2.34E-02,3.32E-02
626,2.39E-02,3.35E-02
627,2.38E-02,3.34E-02
628,2.39E-02,3.38E-02
629,2.38E-02,3.36E-02
630,2.38E-02,3.41E-02
631,2.40E-02,3.40E-02
632,2.36E-02,3.45E-02
633,2.37E-02,3.43E-02
634,2.35E-02,3.49E-02
635,2.35E-02,3.47E-02
636,2.31E-02,3.52E-02
637,2.34E-02,3.50E-02
638,2.28E-02,3.55E-02
639,2.31E-02,3.54E-02
640,2.29E-02,3.58E-02
641,2.27E-02,3.57E-02
642,2.33E-02,3.62E-02
643,2.31E-02,3.60E-02
644,2.32E-02,3.64E-02
645,2.29E-02,3.74E-02
646,2.24E-02,3.72E-02
647,2.41E-02,3.78E-02
648,2.36E-02,3.76E-02
649,2.40E-02,3.84E-02
650,2.45E-02,3.81E-02
651,2.22E-02,3.90E-02
652,2.31E-02,3.87E-02
653,2.11E-02,3.96E-02
654,2.16E-02,3.93E-02
655,2.08E-02,4.00E-02
656,2.15E-02,4.17E-02
657,2.02E-02,4.14E-02
658,2.21E-02,4.23E-02
659,2.14E-02,4.20E-02
660,1.99E-02,4.30E-02
661,2.09E-02,4.27E-02
662,1.89E-02,4.38E-02
663,1.90E-02,4.34E-02
664,1.78E-02,4.42E-02
665,2.19E-02,4.06E-02
666,2.26E-02,4.10E-02
667,2.10E-02,4.00E-02
668,2.19E-02,4.03E-02
669,2.08E-02,3.94E-02
670,2.08E-02,3.97E-02
671,2.11E-02,3.89E-02
672,2.09E-02,3.91E-02
673,2.09E-02,3.84E-02
674,2.10E-02,3.86E-02
675,2.06E-02,3.78E-02
676,2.09E-02,3.81E-02
677,2.25E-02,3.73E-02
678,2.18E-02,3.76E-02
679,2.27E-02,3.67E-02
680,2.26E-02,3.70E-02
681,2.30E-02,3.62E-02
682,2.29E-02,3.64E-02
683,2.31E-02,3.57E-02
684,2.31E-02,3.59E-02
685,2.33E-02,3.54E-02
686,2.33E-02,3.55E-02
687,2.31E-02,3.51E-02
688,2.35E-02,3.52E-02
689,2.25E-02,3.48E-02
690,2.28E-02,3.49E-02
691,2.22E-02,3.45E-02
692,2.23E-02,3.47E-02
693,2.24E-02,3.42E-02
694,2.22E-02,3.44E-02
695,2.23E-02,3.40E-02
696,2.24E-02,3.41E-02
697,2.19E-02,3.37E-02
698,2.21E-02,3.38E-02
699,2.18E-02,3.34E-02
700,2.17E-02,3.35E-02
701,2.25E-02,3.31E-02
702,2.20E-02,3.32E-02
703,2.29E-02,3.29E-02
704,2.28E-02,3.30E-02
705,2.27E-02,3.26E-02
706,2.30E-02,3.27E-02
707,2.23E-02,3.24E-02
708,2.25E-02,3.25E-02
709,2.24E-02,3.22E-02
710,2.21E-02,3.23E-02
711,2.29E-02,3.20E-02
712,2.26E-02,3.21E-02
713,2.30E-02,3.17E-02
714,2.30E-02,3.18E-02
715,2.28E-02,3.15E-02
716,2.30E-02,3.16E-02
717,2.24E-02,3.13E-02
718,2.26E-02,3.14E-02
719,2.18E-02,3.11E-02
720,2.21E-02,3.12E-02
721,2.18E-02,3.09E-02
722,2.19E-02,3.10E-02
723,2.16E-02,3.07E-02
724,2.17E-02,3.08E-02
725,2.20E-02,3.05E-02
726,2.16E-02,3.06E-02
727,2.25E-02,3.03E-02
728,2.24E-02,3.04E-02
729,2.32E-02,3.00E-02
730,2.28E-02,3.01E-02
731,2.33E-02,2.99E-02
732,2.33E-02,2.99E-02
733,2.34E-02,2.98E-02
734,2.41E-02,3.26E-02
735,2.44E-02,3.27E-02
736,2.24E-02,3.69E-02
737,2.26E-02,3.67E-02
738,2.23E-02,3.71E-02
739,2.63E-02,2.97E-02
740,2.43E-02,2.96E-02
741,2.55E-02,2.97E-02
742,2.42E-02,2.97E-02
743,2.46E-02,2.97E-02
744,2.22E-02,2.88E-02
745,2.21E-02,2.88E-02
746,2.29E-02,2.87E-02
747,2.04E-02,4.04E-02
748,2.00E-02,4.08E-02
749,2.03E-02,4.11E-02
750,2.03E-02,4.65E-02
751,2.24E-02,4.60E-02
752,2.70E-02,4.49E-02
753,2.43E-02,4.55E-02
754,2.22E-02,4.35E-02
755,2.86E-02,4.42E-02
756,1.95E-02,4.24E-02
757,2.01E-02,4.29E-02
758,2.04E-02,4.16E-02
759,1.97E-02,4.20E-02
760,2.28E-02,4.10E-02
761,2.17E-02,4.13E-02
762,2.31E-02,2.95E-02
763,2.39E-02,2.96E-02
764,2.23E-02,2.93E-02
765,2.28E-02,2.94E-02
766,2.15E-02,2.91E-02
767,2.18E-02,2.92E-02
768,2.13E-02,2.89E-02
769,2.12E-02,2.90E-02
770,2.15E-02,2.89E-02
771,2.15E-02,2.91E-02
772,2.17E-02,2.90E-02
773,2.16E-02,2.94E-02
774,2.15E-02,2.92E-02
775,2.22E-02,2.96E-02
776,2.18E-02,2.95E-02
777,2.25E-02,2.98E-02
778,2.23E-02,2.97E-02
779,2.25E-02,3.01E-02
780,2.26E-02,3.00E-02
781,2.22E-02,3.03E-02
782,2.24E-02,3.02E-02
783,2.25E-02,3.05E-02
784,2.23E-02,3.04E-02
785,2.28E-02,3.07E-02
786,2.26E-02,3.06E-02
787,2.28E-02,3.09E-02
788,2.27E-02,3.08E-02
789,2.29E-02,3.11E-02
790,2.28E-02,3.10E-02
791,2.25E-02,3.14E-02
792,2.28E-02,3.13E-02
793,2.26E-02,3.18E-02
794,2.23E-02,3.16E-02
795,2.33E-02,3.22E-02
796,2.29E-02,3.20E-02
797,2.36E-02,3.24E-02
798,2.42E-02,3.30E-02
799,2.44E-02,3.29E-02
800,2.33E-02,3.32E-02
801,2.37E-02,3.31E-02
802,2.33E-02,3.33E-02
803,2.33E-02,3.33E-02
804,2.36E-02,3.35E-02
805,2.35E-02,3.34E-02
806,2.35E-02,3.38E-02
807,2.36E-02,3.37E-02
808,2.35E-02,3.42E-02
809,2.36E-02,3.40E-02
810,2.34E-02,3.46E-02
811,2.35E-02,3.44E-02
812,2.31E-02,3.50E-02
813,2.32E-02,3.48E-02
814,2.30E-02,3.53E-02
815,2.30E-02,3.52E-02
816,2.27E-02,3.56E-02
817,2.28E-02,3.55E-02
818,2.27E-02,3.59E-02
819,2.27E-02,3.58E-02
820,2.29E-02,3.63E-02
821,2.29E-02,3.61E-02
822,2.27E-02,3.65E-02
823,2.27E-02,3.75E-02
824,2.26E-02,3.73E-02
825,2.31E-02,3.79E-02
826,2.30E-02,3.77E-02
827,2.34E-02,3.84E-02
828,2.36E-02,3.81E-02
829,2.24E-02,3.89E-02
830,2.28E-02,3.86E-02
831,2.14E-02,3.96E-02
832,2.19E-02,3.93E-02
833,2.09E-02,4.00E-02
834,2.11E-02,4.19E-02
835,2.06E-02,4.15E-02
836,2.15E-02,4.26E-02
837,2.16E-02,4.22E-02
838,2.05E-02,4.34E-02
839,2.11E-02,4.30E-02
840,2.00E-02,4.42E-02
841,2.00E-02,4.38E-02
842,2.23E-02,4.50E-02
843,2.09E-02,4.46E-02
844,2.39E-02,4.68E-02
845,2.52E-02,4.63E-02
846,2.19E-02,4.03E-02
847,2.34E-02,4.06E-02
848,2.14E-02,3.97E-02
849,2.17E-02,4.00E-02
850,2.10E-02,3.92E-02
851,2.12E-02,3.95E-02
852,2.11E-02,3.87E-02
853,2.08E-02,3.89E-02
854,2.10E-02,3.82E-02
855,2.10E-02,3.84E-02
856,2.13E-02,3.77E-02
857,2.10E-02,3.79E-02
858,2.21E-02,3.71E-02
859,2.15E-02,3.74E-02
860,2.25E-02,3.66E-02
861,2.23E-02,3.68E-02
862,2.28E-02,3.60E-02
863,2.28E-02,3.63E-02
864,2.29E-02,3.56E-02
865,2.28E-02,3.58E-02
866,2.31E-02,3.52E-02
867,2.30E-02,3.54E-02
868,2.26E-02,3.49E-02
869,2.30E-02,3.51E-02
870,2.24E-02,3.47E-02
871,2.26E-02,3.48E-02
872,2.22E-02,3.44E-02
873,2.22E-02,3.46E-02
874,2.20E-02,3.41E-02
875,2.21E-02,3.43E-02
876,2.20E-02,3.39E-02
877,2.20E-02,3.40E-02
878,2.17E-02,3.36E-02
879,2.19E-02,3.37E-02
880,2.19E-02,3.33E-02
881,2.18E-02,3.34E-02
882,2.24E-02,3.30E-02
883,2.20E-02,3.31E-02
884,2.25E-02,3.28E-02
885,2.26E-02,3.29E-02
886,2.24E-02,3.26E-02
887,2.24E-02,3.27E-02
