Element Number,Area,Von Mises Stress
266,4.40E-03,2.37E-02
267,4.40E-03,2.37E-02
268,4.40E-03,2.36E-02
269,4.40E-03,2.36E-02
270,4.40E-03,2.36E-02
271,4.40E-03,2.37E-02
272,4.41E-03,2.37E-02
273,4.44E-03,2.34E-02
274,4.44E-03,2.34E-02
275,4.44E-03,2.34E-02
276,4.45E-03,2.35E-02
277,4.45E-03,2.35E-02
278,4.45E-03,2.35E-02
279,4.45E-03,2.35E-02
280,4.45E-03,2.35E-02
281,4.45E-03,2.35E-02
282,4.45E-03,2.35E-02
283,4.45E-03,2.36E-02
284,4.45E-03,2.36E-02
285,4.45E-03,2.36E-02
286,4.45E-03,2.36E-02
287,4.45E-03,2.36E-02
288,4.45E-03,2.36E-02
289,4.45E-03,2.36E-02
290,4.45E-03,2.36E-02
291,4.45E-03,2.37E-02
292,4.49E-03,2.33E-02
293,4.49E-03,2.33E-02
294,4.49E-03,2.33E-02
295,4.49E-03,2.33E-02
296,4.49E-03,2.33E-02
297,4.49E-03,2.34E-02
298,4.49E-03,2.34E-02
299,4.49E-03,2.34E-02
300,4.49E-03,2.34E-02
301,4.50E-03,2.34E-02
302,4.50E-03,2.34E-02
303,4.50E-03,2.35E-02
304,4.50E-03,2.35E-02
305,4.50E-03,2.35E-02
306,4.50E-03,2.35E-02
307,4.50E-03,2.35E-02
308,4.50E-03,2.36E-02
309,4.50E-03,2.36E-02
310,4.50E-03,2.37E-02
311,4.54E-03,2.31E-02
312,4.54E-03,2.31E-02
313,4.54E-03,2.31E-02
314,4.54E-03,2.32E-02
315,4.54E-03,2.32E-02
316,4.54E-03,2.32E-02
317,4.54E-03,2.32E-02
318,4.54E-03,2.33E-02
319,4.54E-03,2.33E-02
320,4.54E-03,2.33E-02
321,4.54E-03,2.33E-02
322,4.54E-03,2.33E-02
323,4.54E-03,2.34E-02
324,4.54E-03,2.34E-02
325,4.54E-03,2.34E-02
326,4.54E-03,2.35E-02
327,4.55E-03,2.35E-02
328,4.55E-03,2.36E-02
329,4.55E-03,2.37E-02
330,4.58E-03,2.30E-02
331,4.58E-03,2.30E-02
332,4.58E-03,2.30E-02
333,4.58E-03,2.30E-02
334,4.58E-03,2.30E-02
335,4.59E-03,2.31E-02
336,4.59E-03,2.31E-02
337,4.59E-03,2.31E-02
338,4.59E-03,2.32E-02
339,4.59E-03,2.32E-02
340,4.59E-03,2.32E-02
341,4.59E-03,2.32E-02
342,4.59E-03,2.33E-02
343,4.59E-03,2.33E-02
344,4.59E-03,2.34E-02
345,4.59E-03,2.34E-02
346,4.59E-03,2.35E-02
347,4.59E-03,2.35E-02
348,4.59E-03,2.36E-02
349,4.63E-03,2.28E-02
350,4.63E-03,2.28E-02
351,4.63E-03,2.28E-02
352,4.63E-03,2.29E-02
353,4.63E-03,2.29E-02
354,4.63E-03,2.29E-02
355,4.63E-03,2.30E-02
356,4.63E-03,2.30E-02
357,4.63E-03,2.30E-02
358,4.63E-03,2.31E-02
359,4.63E-03,2.31E-02
360,4.63E-03,2.31E-02
361,4.64E-03,2.32E-02
362,4.64E-03,2.32E-02
363,4.64E-03,2.33E-02
364,4.64E-03,2.33E-02
365,4.64E-03,2.34E-02
366,4.64E-03,2.35E-02
367,4.64E-03,2.36E-02
368,4.67E-03,2.26E-02
369,4.67E-03,2.27E-02
370,4.68E-03,2.27E-02
371,4.68E-03,2.27E-02
372,4.68E-03,2.27E-02
373,4.68E-03,2.28E-02
374,4.68E-03,2.28E-02
375,4.68E-03,2.29E-02
376,4.68E-03,2.29E-02
377,4.68E-03,2.29E-02
378,4.68E-03,2.30E-02
379,4.68E-03,2.31E-02
380,4.68E-03,2.31E-02
381,4.68E-03,2.32E-02
382,4.68E-03,2.32E-02
383,4.68E-03,2.33E-02
384,4.68E-03,2.33E-02
385,4.68E-03,2.34E-02
386,4.69E-03,2.35E-02
387,4.72E-03,2.25E-02
388,4.72E-03,2.25E-02
389,4.72E-03,2.25E-02
390,4.72E-03,2.26E-02
391,4.72E-03,2.26E-02
392,4.72E-03,2.26E-02
393,4.72E-03,2.27E-02
394,4.72E-03,2.27E-02
395,4.72E-03,2.28E-02
396,4.73E-03,2.28E-02
397,4.73E-03,2.29E-02
398,4.73E-03,2.30E-02
399,4.73E-03,2.30E-02
400,4.73E-03,2.31E-02
401,4.73E-03,2.32E-02
402,4.73E-03,2.32E-02
403,4.73E-03,2.33E-02
404,4.73E-03,2.33E-02
405,4.73E-03,2.34E-02
406,4.77E-03,2.23E-02
407,4.77E-03,2.23E-02
408,4.77E-03,2.24E-02
409,4.77E-03,2.24E-02
410,4.77E-03,2.24E-02
411,4.77E-03,2.25E-02
412,4.77E-03,2.25E-02
413,4.77E-03,2.26E-02
414,4.77E-03,2.26E-02
415,4.77E-03,2.27E-02
416,4.77E-03,2.28E-02
417,4.77E-03,2.29E-02
418,4.77E-03,2.29E-02
419,4.77E-03,2.30E-02
420,4.77E-03,2.31E-02
421,4.78E-03,2.32E-02
422,4.78E-03,2.32E-02
423,4.78E-03,2.33E-02
424,4.78E-03,2.33E-02
425,4.81E-03,2.22E-02
426,4.81E-03,2.22E-02
427,4.81E-03,2.22E-02
428,4.81E-03,2.23E-02
429,4.81E-03,2.23E-02
430,4.81E-03,2.23E-02
431,4.81E-03,2.24E-02
432,4.82E-03,2.24E-02
433,4.82E-03,2.25E-02
434,4.82E-03,2.26E-02
435,4.82E-03,2.27E-02
436,4.82E-03,2.27E-02
437,4.82E-03,2.28E-02
438,4.82E-03,2.29E-02
439,4.82E-03,2.30E-02
440,4.82E-03,2.31E-02
441,4.82E-03,2.32E-02
442,4.82E-03,2.32E-02
443,4.82E-03,2.32E-02
444,4.85E-03,2.20E-02
445,4.85E-03,2.20E-02
446,4.86E-03,2.21E-02
447,4.86E-03,2.21E-02
448,4.86E-03,2.21E-02
449,4.86E-03,2.22E-02
450,4.86E-03,2.22E-02
451,4.86E-03,2.23E-02
452,4.86E-03,2.24E-02
453,4.86E-03,2.24E-02
454,4.86E-03,2.25E-02
455,4.86E-03,2.26E-02
456,4.86E-03,2.27E-02
457,4.87E-03,2.28E-02
458,4.87E-03,2.30E-02
459,4.87E-03,2.31E-02
460,4.87E-03,2.31E-02
461,4.87E-03,2.32E-02
462,4.87E-03,2.32E-02
463,4.90E-03,2.18E-02
464,4.90E-03,2.19E-02
465,4.90E-03,2.19E-02
466,4.90E-03,2.19E-02
467,4.90E-03,2.20E-02
468,4.90E-03,2.20E-02
469,4.90E-03,2.21E-02
470,4.90E-03,2.21E-02
471,4.91E-03,2.22E-02
472,4.91E-03,2.23E-02
473,4.91E-03,2.24E-02
474,4.91E-03,2.25E-02
475,4.91E-03,2.26E-02
476,4.91E-03,2.28E-02
477,4.91E-03,2.29E-02
478,4.91E-03,2.30E-02
479,4.91E-03,2.31E-02
480,4.92E-03,2.32E-02
481,4.92E-03,2.31E-02
482,4.94E-03,2.17E-02
483,4.94E-03,2.17E-02
484,4.94E-03,2.17E-02
485,4.94E-03,2.18E-02
486,4.94E-03,2.18E-02
487,4.95E-03,2.19E-02
488,4.95E-03,2.19E-02
489,4.95E-03,2.20E-02
490,4.95E-03,2.20E-02
491,4.95E-03,2.21E-02
492,4.95E-03,2.22E-02
493,4.95E-03,2.24E-02
494,4.96E-03,2.25E-02
495,4.96E-03,2.26E-02
496,4.96E-03,2.28E-02
497,4.96E-03,2.30E-02
498,4.96E-03,2.31E-02
499,4.96E-03,2.32E-02
500,4.96E-03,2.32E-02
501,4.98E-03,2.15E-02
502,4.98E-03,2.16E-02
503,4.98E-03,2.16E-02
504,4.98E-03,2.16E-02
505,4.98E-03,2.16E-02
506,4.99E-03,2.17E-02
507,4.99E-03,2.17E-02
508,4.99E-03,2.18E-02
509,4.99E-03,2.19E-02
510,4.99E-03,2.20E-02
511,4.99E-03,2.21E-02
512,4.99E-03,2.22E-02
513,5.00E-03,2.23E-02
514,5.00E-03,2.25E-02
515,5.00E-03,2.27E-02
516,5.00E-03,2.29E-02
517,5.00E-03,2.31E-02
518,5.00E-03,2.33E-02
519,5.01E-03,2.34E-02
520,5.02E-03,2.14E-02
521,5.02E-03,2.14E-02
522,5.02E-03,2.14E-02
523,5.02E-03,2.14E-02
524,5.02E-03,2.15E-02
525,5.02E-03,2.15E-02
526,5.03E-03,2.16E-02
527,5.03E-03,2.16E-02
528,5.03E-03,2.17E-02
529,5.03E-03,2.18E-02
530,5.03E-03,2.19E-02
531,5.03E-03,2.20E-02
532,5.03E-03,2.22E-02
533,5.04E-03,2.24E-02
534,5.04E-03,2.26E-02
535,5.04E-03,2.28E-02
536,5.04E-03,2.31E-02
537,5.04E-03,2.34E-02
538,5.04E-03,2.37E-02
539,5.06E-03,2.12E-02
540,5.06E-03,2.12E-02
541,5.06E-03,2.13E-02
542,5.06E-03,2.13E-02
543,5.06E-03,2.13E-02
544,5.06E-03,2.14E-02
545,5.06E-03,2.14E-02
546,5.06E-03,2.15E-02
547,5.07E-03,2.15E-02
548,5.07E-03,2.16E-02
549,5.07E-03,2.17E-02
550,5.07E-03,2.19E-02
551,5.07E-03,2.20E-02
552,5.07E-03,2.22E-02
553,5.07E-03,2.24E-02
554,5.08E-03,2.27E-02
555,5.08E-03,2.30E-02
556,5.08E-03,2.34E-02
557,5.08E-03,2.40E-02
558,5.10E-03,2.11E-02
559,5.10E-03,2.11E-02
560,5.10E-03,2.11E-02
561,5.10E-03,2.11E-02
562,5.10E-03,2.12E-02
563,5.10E-03,2.12E-02
564,5.10E-03,2.12E-02
565,5.10E-03,2.13E-02
566,5.10E-03,2.14E-02
567,5.11E-03,2.15E-02
568,5.11E-03,2.16E-02
569,5.11E-03,2.17E-02
570,5.11E-03,2.18E-02
571,5.11E-03,2.20E-02
572,5.11E-03,2.22E-02
573,5.11E-03,2.25E-02
574,5.11E-03,2.29E-02
575,5.11E-03,2.35E-02
576,5.11E-03,2.42E-02
577,5.14E-03,2.09E-02
578,5.14E-03,2.09E-02
579,5.14E-03,2.10E-02
580,5.14E-03,2.10E-02
581,5.14E-03,2.10E-02
582,5.14E-03,2.10E-02
583,5.14E-03,2.11E-02
584,5.14E-03,2.11E-02
585,5.14E-03,2.12E-02
586,5.14E-03,2.13E-02
587,5.14E-03,2.14E-02
588,5.14E-03,2.15E-02
589,5.14E-03,2.17E-02
590,5.14E-03,2.19E-02
591,5.14E-03,2.21E-02
592,5.14E-03,2.24E-02
593,5.14E-03,2.28E-02
594,5.14E-03,2.34E-02
595,5.14E-03,2.42E-02
596,5.20E-03,2.08E-02
597,5.19E-03,2.08E-02
598,5.19E-03,2.08E-02
599,5.19E-03,2.08E-02
600,5.19E-03,2.09E-02
601,5.19E-03,2.09E-02
602,5.19E-03,2.09E-02
603,5.19E-03,2.10E-02
604,5.19E-03,2.10E-02
605,5.19E-03,2.11E-02
606,5.19E-03,2.12E-02
607,5.19E-03,2.13E-02
608,5.19E-03,2.15E-02
609,5.19E-03,2.17E-02
610,5.18E-03,2.19E-02
611,5.18E-03,2.23E-02
612,5.18E-03,2.27E-02
613,5.18E-03,2.33E-02
614,5.18E-03,2.39E-02
615,5.25E-03,2.07E-02
616,5.25E-03,2.07E-02
617,5.25E-03,2.07E-02
618,5.25E-03,2.07E-02
619,5.24E-03,2.07E-02
620,5.24E-03,2.07E-02
621,5.24E-03,2.08E-02
622,5.24E-03,2.08E-02
623,5.24E-03,2.09E-02
624,5.24E-03,2.09E-02
625,5.24E-03,2.10E-02
626,5.23E-03,2.12E-02
627,5.23E-03,2.13E-02
628,5.23E-03,2.15E-02
629,5.23E-03,2.18E-02
630,5.23E-03,2.21E-02
631,5.23E-03,2.25E-02
632,5.23E-03,2.30E-02
633,5.23E-03,2.36E-02
634,5.31E-03,2.05E-02
635,5.31E-03,2.05E-02
636,5.30E-03,2.05E-02
637,5.30E-03,2.05E-02
638,5.30E-03,2.06E-02
639,5.30E-03,2.06E-02
640,5.30E-03,2.06E-02
641,5.29E-03,2.07E-02
642,5.29E-03,2.07E-02
643,5.29E-03,2.08E-02
644,5.29E-03,2.09E-02
645,5.29E-03,2.10E-02
646,5.29E-03,2.11E-02
647,5.28E-03,2.13E-02
648,5.28E-03,2.16E-02
649,5.28E-03,2.19E-02
650,5.28E-03,2.23E-02
651,5.28E-03,2.27E-02
652,5.27E-03,2.32E-02
653,5.37E-03,2.04E-02
654,5.37E-03,2.04E-02
655,5.36E-03,2.04E-02
656,5.36E-03,2.04E-02
657,5.36E-03,2.04E-02
658,5.36E-03,2.04E-02
659,5.36E-03,2.05E-02
660,5.35E-03,2.05E-02
661,5.35E-03,2.06E-02
662,5.35E-03,2.06E-02
663,5.35E-03,2.07E-02
664,5.35E-03,2.08E-02
665,5.34E-03,2.10E-02
666,5.34E-03,2.12E-02
667,5.34E-03,2.14E-02
668,5.34E-03,2.17E-02
669,5.34E-03,2.21E-02
670,5.33E-03,2.24E-02
671,5.33E-03,2.28E-02
672,5.43E-03,2.03E-02
673,5.43E-03,2.03E-02
674,5.42E-03,2.03E-02
675,5.42E-03,2.03E-02
676,5.42E-03,2.03E-02
677,5.42E-03,2.03E-02
678,5.42E-03,2.03E-02
679,5.41E-03,2.04E-02
680,5.41E-03,2.04E-02
681,5.41E-03,2.05E-02
682,5.41E-03,2.05E-02
683,5.40E-03,2.06E-02
684,5.40E-03,2.08E-02
685,5.40E-03,2.10E-02
686,5.40E-03,2.12E-02
687,5.40E-03,2.15E-02
688,5.39E-03,2.18E-02
689,5.39E-03,2.21E-02
690,5.39E-03,2.25E-02
691,5.49E-03,2.02E-02
692,5.49E-03,2.02E-02
693,5.48E-03,2.02E-02
694,5.48E-03,2.02E-02
695,5.48E-03,2.02E-02
696,5.48E-03,2.02E-02
697,5.47E-03,2.02E-02
698,5.47E-03,2.02E-02
699,5.47E-03,2.03E-02
700,5.47E-03,2.03E-02
701,5.46E-03,2.04E-02
702,5.46E-03,2.05E-02
703,5.46E-03,2.06E-02
704,5.46E-03,2.08E-02
705,5.46E-03,2.09E-02
706,5.45E-03,2.12E-02
707,5.45E-03,2.14E-02
708,5.45E-03,2.18E-02
709,5.45E-03,2.22E-02
710,5.55E-03,2.01E-02
711,5.55E-03,2.00E-02
712,5.55E-03,2.00E-02
713,5.54E-03,2.00E-02
714,5.54E-03,2.00E-02
715,5.54E-03,2.00E-02
716,5.53E-03,2.01E-02
717,5.53E-03,2.01E-02
718,5.53E-03,2.01E-02
719,5.52E-03,2.02E-02
720,5.52E-03,2.02E-02
721,5.52E-03,2.03E-02
722,5.51E-03,2.04E-02
723,5.51E-03,2.05E-02
724,5.51E-03,2.07E-02
725,5.51E-03,2.09E-02
726,5.50E-03,2.11E-02
727,5.50E-03,2.14E-02
728,5.50E-03,2.19E-02
729,5.62E-03,1.99E-02
730,5.61E-03,1.99E-02
731,5.61E-03,1.99E-02
732,5.61E-03,1.99E-02
733,5.60E-03,1.99E-02
734,5.60E-03,1.99E-02
735,5.59E-03,1.99E-02
736,5.59E-03,1.99E-02
737,5.59E-03,2.00E-02
738,5.58E-03,2.00E-02
739,5.58E-03,2.01E-02
740,5.57E-03,2.01E-02
741,5.57E-03,2.02E-02
742,5.56E-03,2.03E-02
743,5.56E-03,2.04E-02
744,5.56E-03,2.06E-02
745,5.55E-03,2.08E-02
746,5.55E-03,2.10E-02
747,5.54E-03,2.15E-02
748,5.69E-03,1.98E-02
749,5.68E-03,1.98E-02
750,5.68E-03,1.98E-02
751,5.67E-03,1.98E-02
752,5.67E-03,1.98E-02
753,5.66E-03,1.98E-02
754,5.66E-03,1.98E-02
755,5.65E-03,1.98E-02
756,5.64E-03,1.98E-02
757,5.64E-03,1.99E-02
758,5.63E-03,1.99E-02
759,5.63E-03,2.00E-02
760,5.62E-03,2.00E-02
761,5.62E-03,2.01E-02
762,5.61E-03,2.02E-02
763,5.61E-03,2.03E-02
764,5.60E-03,2.04E-02
765,5.59E-03,2.06E-02
766,5.59E-03,2.08E-02
767,5.76E-03,1.97E-02
768,5.76E-03,1.97E-02
769,5.75E-03,1.97E-02
770,5.75E-03,1.97E-02
771,5.74E-03,1.97E-02
772,5.73E-03,1.97E-02
773,5.73E-03,1.97E-02
774,5.72E-03,1.97E-02
775,5.72E-03,1.97E-02
776,5.71E-03,1.97E-02
777,5.70E-03,1.98E-02
778,5.70E-03,1.98E-02
779,5.69E-03,1.98E-02
780,5.69E-03,1.99E-02
781,5.68E-03,1.99E-02
782,5.67E-03,2.00E-02
783,5.67E-03,2.01E-02
784,5.66E-03,2.01E-02
785,5.66E-03,2.00E-02
786,5.84E-03,1.96E-02
787,5.83E-03,1.96E-02
788,5.83E-03,1.96E-02
789,5.82E-03,1.96E-02
790,5.82E-03,1.96E-02
791,5.81E-03,1.96E-02
792,5.81E-03,1.96E-02
793,5.80E-03,1.96E-02
794,5.80E-03,1.96E-02
795,5.79E-03,1.96E-02
796,5.79E-03,1.96E-02
797,5.78E-03,1.96E-02
798,5.77E-03,1.96E-02
799,5.77E-03,1.97E-02
800,5.76E-03,1.97E-02
801,5.76E-03,1.97E-02
802,5.75E-03,1.97E-02
803,5.75E-03,1.96E-02
804,5.74E-03,1.93E-02
805,5.91E-03,1.95E-02
806,5.91E-03,1.95E-02
807,5.90E-03,1.95E-02
808,5.90E-03,1.95E-02
809,5.89E-03,1.95E-02
810,5.89E-03,1.95E-02
811,5.89E-03,1.94E-02
812,5.88E-03,1.94E-02
813,5.88E-03,1.94E-02
814,5.88E-03,1.94E-02
815,5.87E-03,1.94E-02
816,5.87E-03,1.94E-02
817,5.86E-03,1.94E-02
818,5.86E-03,1.94E-02
819,5.86E-03,1.94E-02
820,5.85E-03,1.94E-02
821,5.85E-03,1.94E-02
822,5.85E-03,1.92E-02
823,5.84E-03,1.88E-02
824,5.97E-03,1.94E-02
825,5.97E-03,1.94E-02
826,5.97E-03,1.94E-02
827,5.97E-03,1.94E-02
828,5.96E-03,1.94E-02
829,5.96E-03,1.93E-02
830,5.96E-03,1.93E-02
831,5.96E-03,1.93E-02
832,5.96E-03,1.93E-02
833,5.95E-03,1.93E-02
834,5.95E-03,1.93E-02
835,5.95E-03,1.93E-02
836,5.95E-03,1.92E-02
837,5.94E-03,1.92E-02
838,5.94E-03,1.91E-02
839,5.94E-03,1.91E-02
840,5.94E-03,1.90E-02
841,5.93E-03,1.89E-02
842,5.93E-03,1.87E-02
843,6.04E-03,1.93E-02
844,6.03E-03,1.93E-02
845,6.03E-03,1.93E-02
846,6.03E-03,1.93E-02
847,6.03E-03,1.92E-02
848,6.02E-03,1.92E-02
849,6.02E-03,1.92E-02
850,6.02E-03,1.92E-02
851,6.02E-03,1.92E-02
852,6.01E-03,1.91E-02
853,6.01E-03,1.91E-02
854,6.01E-03,1.91E-02
855,6.01E-03,1.90E-02
856,6.00E-03,1.90E-02
857,6.00E-03,1.89E-02
858,6.00E-03,1.87E-02
859,6.00E-03,1.86E-02
860,5.99E-03,1.85E-02
861,5.99E-03,1.86E-02
862,6.10E-03,1.92E-02
863,6.10E-03,1.92E-02
864,6.09E-03,1.92E-02
865,6.09E-03,1.92E-02
866,6.09E-03,1.91E-02
867,6.08E-03,1.91E-02
868,6.08E-03,1.91E-02
869,6.08E-03,1.91E-02
870,6.07E-03,1.90E-02
871,6.07E-03,1.90E-02
872,6.07E-03,1.90E-02
873,6.06E-03,1.89E-02
874,6.06E-03,1.88E-02
875,6.05E-03,1.87E-02
876,6.05E-03,1.86E-02
877,6.05E-03,1.84E-02
878,6.04E-03,1.83E-02
